spin,type,state,area,isDead
0,0,q,-92,False
1,2,q,0,True
2,2,q,8,False
3,1,q,4,False
4,1,q,7,False
5,2,q,0,True
6,1,q,2,False
7,2,q,0,True
8,2,q,0,True
9,2,q,0,True
10,2,q,0,True
11,2,q,0,True
12,1,q,0,True
13,1,q,0,True
14,2,q,6,False
15,1,q,0,True
16,2,q,6,False
17,1,q,0,True
18,2,q,7,False
19,1,q,0,True
20,1,q,0,True
21,2,q,9,False
22,2,q,0,True
23,1,q,0,True
24,1,q,0,True
25,2,q,11,False
26,1,q,0,True
27,2,q,5,False
28,2,q,0,True
29,2,q,9,False
30,2,q,0,True
31,1,q,0,True
32,1,q,0,True
33,2,q,0,True
34,1,q,0,True
35,1,q,0,True
36,2,q,2,False
37,2,q,11,False
38,1,q,0,True
39,2,q,5,False
40,2,q,0,True
41,1,q,0,True
42,1,q,0,True
43,1,q,0,True
44,1,q,0,True
45,1,q,0,True
46,1,q,0,True
47,1,q,0,True
48,1,q,0,True
49,1,q,0,True
50,1,q,0,True
